name status time real satpart round
/raid/steuber/Benchmarks/2019/QF_BV/20170501-Heizmann-UltimateAutomizer/modulus_true-unreach-call_true-no-overflow.i_242.smt2 UNKNOWN 119983 120002 1199830 1
/raid/steuber/Benchmarks/2019/QF_BV/20170531-Hansen-Check/division_by_zero0.smt2 UNSAT 97 105 3 -1
/raid/steuber/Benchmarks/2019/QF_BV/20170531-Hansen-Check/division_by_zero1.smt2 UNSAT 98 59 7 0
/raid/steuber/Benchmarks/2019/QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2 UNKNOWN 104 145 1040 -1
/raid/steuber/Benchmarks/2019/QF_BV/2017-BuchwaldFried/synthesis.dump.ia32_RorMem_base_index_scale_disp2--Add32.Add32.Add32.Add32.load32.Or32.Or32.store32.am_shl32.0001.smt2 UNKNOWN 129 181 1290 -1
/raid/steuber/Benchmarks/2019/QF_BV/2017-BuchwaldFried/synthesis.dump.ia32_RorMem_base_index_scale_disp2--Add32.Add32.Add32.Add32.load32.Shl32.Shr32.store32.am_shl32.0001.smt2 UNKNOWN 141 170 1410 -1
/raid/steuber/Benchmarks/2019/QF_BV/2017-BuchwaldFried/synthesis.dump.ia32_RorMem_base_index_scale_disp2--Add32.Add32.Add32.load32.Minus32.Or32.Shr32.store32.am_shl32.0001.smt2 UNKNOWN 140 153 1400 -1
/raid/steuber/Benchmarks/2019/QF_BV/2018-Goel-hwbench/QF_BV_collision.1.prop1_cc_reg_max.smt2 UNSAT 136 161 308 2
/raid/steuber/Benchmarks/2019/QF_BV/2018-Goel-hwbench/QF_BV_collision.1.prop1_cc_reg_to.smt2 UNSAT 108 162 12 0
/raid/steuber/Benchmarks/2019/QF_BV/2018-Goel-hwbench/QF_BV_needham.1.prop2_cc_ref_max.smt2 UNSAT 794 814 1222 2
/raid/steuber/Benchmarks/2019/QF_BV/2018-Goel-hwbench/QF_BV_needham.3.prop2_cc_ref_max.smt2 UNSAT 830 891 1311 2
/raid/steuber/Benchmarks/2019/QF_BV/2018-Goel-hwbench/QF_BV_needham.4.prop3_cc_ref_max.smt2 UNSAT 841 902 1381 3
/raid/steuber/Benchmarks/2019/QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1000.smt2 UNSAT 97 77 3 -1
/raid/steuber/Benchmarks/2019/QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1001.smt2 UNSAT 97 132 3 -1
/raid/steuber/Benchmarks/2019/QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1002.smt2 UNSAT 98 59 3 -1
/raid/steuber/Benchmarks/2019/QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1004.smt2 UNSAT 98 111 3 -1
/raid/steuber/Benchmarks/2019/QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1010.smt2 UNSAT 97 92 3 -1
/raid/steuber/Benchmarks/2019/QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1016.smt2 UNSAT 96 131 3 -1
