/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/2018-Goel-hwbench/QF_BV_collision.1.prop1_cc_reg_max.smt2 UNSAT 149 158 865865 3
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/2018-Goel-hwbench/QF_BV_needham.1.prop2_cc_ref_max.smt2 UNSAT 1116 1181 2715696 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/2018-Goel-hwbench/QF_BV_needham.3.prop2_cc_ref_max.smt2 UNSAT 1078 1200 2359043 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/2018-Goel-hwbench/QF_BV_needham.4.prop3_cc_ref_max.smt2 UNSAT 1141 1171 2627367 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/ex23.smt2 UNSAT 582 624 5309073 3
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/ex2_prime.smt2 UNSAT 156 190 865540 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/ex30.smt2 UNSAT 1648 1705 14007629 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/ex33.smt2 UNSAT 180 164 1241779 1
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/ex37.smt2 UNSAT 133 119 690567 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/ex7_prime.smt2 UNSAT 526 562 3573929 0
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv/intSqRoot.smt2 UNSAT 88595 88756 877887708 4
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv-svcomp14/gcd_1_true.c.17.smt2 UNSAT 747 723 6662159 2
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv-svcomp14/gcd_1_true.c.21.smt2 UNSAT 732 756 6524630 2
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv-svcomp14/gcd_2_true.c.17.smt2 UNSAT 1810 1813 17314017 1
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv-svcomp14/gcd_2_true.c.21.smt2 UNSAT 2695 2730 26326059 1
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv-svcomp14/gcd_3_true.c.17.smt2 UNSAT 2063 2104 20067750 1
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/bmc-bv-svcomp14/gcd_3_true.c.21.smt2 UNSAT 2478 2544 24222282 1
