/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/calypto/problem_21.smt2 UNKNOWN UNSAT 1199870 1010
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/calypto/problem_10.smt2 UNKNOWN UNSAT 1199040 5368
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/calypto/problem_16.smt2 UNKNOWN UNSAT 1199170 5439
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_11112.smt2 UNKNOWN UNSAT 1199510 8363
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_7776.smt2 UNKNOWN UNSAT 1199740 8533
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13587.smt2 UNKNOWN UNSAT 1198790 8576
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_11117.smt2 UNKNOWN UNSAT 1199300 8677
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/brummayerbiere2/smulov1bw32.smt2 UNKNOWN UNSAT 1199970 9233
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/brummayerbiere2/smulov1bw48.smt2 UNKNOWN UNSAT 1199970 9254
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_7768.smt2 UNKNOWN UNSAT 1199950 9959
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13080.smt2 UNKNOWN UNSAT 1199860 10070
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13670.smt2 UNKNOWN UNSAT 1199040 10736
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13117.smt2 UNKNOWN UNSAT 1199680 10773
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_16490.smt2 UNKNOWN UNSAT 1199740 11277
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9541.smt2 UNKNOWN UNSAT 1199610 11798
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_15013.smt2 UNKNOWN UNSAT 1199480 11887
