name status status satpart satpart
/QF_BV/brummayerbiere2/smulov1bw32.smt2 UNSAT UNSAT 8185 9233
/QF_BV/brummayerbiere2/smulov1bw48.smt2 UNSAT UNSAT 9838 9254
/QF_BV/brummayerbiere2/smulov2bw016.smt2 UNSAT UNSAT 948 893
/QF_BV/brummayerbiere2/smulov2bw032.smt2 UNSAT UNSAT 5049 2888
/QF_BV/brummayerbiere2/smulov2bw048.smt2 UNSAT UNSAT 4159 4226
/QF_BV/brummayerbiere2/smulov2bw064.smt2 UNSAT UNSAT 10985 10449
/QF_BV/brummayerbiere2/smulov2bw080.smt2 UNSAT UNSAT 10379 10609
/QF_BV/brummayerbiere2/smulov2bw096.smt2 UNSAT UNSAT 16188 9469
/QF_BV/brummayerbiere2/smulov2bw112.smt2 UNSAT UNSAT 10586 12525
/QF_BV/brummayerbiere2/smulov2bw128.smt2 UNSAT UNSAT 12091 29803
/QF_BV/brummayerbiere2/smulov2bw160.smt2 UNSAT UNSAT 42004 32026
/QF_BV/brummayerbiere2/smulov2bw192.smt2 UNSAT UNSAT 44128 43406
/QF_BV/brummayerbiere2/smulov2bw224.smt2 UNSAT UNSAT 42372 96909
/QF_BV/brummayerbiere2/smulov2bw256.smt2 UNSAT UNSAT 98998 126182
/QF_BV/brummayerbiere2/smulov2bw320.smt2 UNSAT UNSAT 283002 242183
/QF_BV/brummayerbiere2/smulov2bw384.smt2 UNSAT UNSAT 680730 432557
/QF_BV/brummayerbiere2/smulov2bw448.smt2 UNSAT UNSAT 687166 490570
/QF_BV/brummayerbiere2/smulov2bw512.smt2 UNKNOWN UNKNOWN 1199700 1199420
/QF_BV/brummayerbiere2/smulov3bw0032.smt2 UNSAT UNSAT 330 312
/QF_BV/brummayerbiere2/smulov3bw0064.smt2 UNSAT UNSAT 1228 1183
/QF_BV/brummayerbiere2/smulov3bw0128.smt2 UNSAT UNSAT 3986 3676
/QF_BV/brummayerbiere2/smulov3bw0256.smt2 UNSAT UNSAT 7408 6451
/QF_BV/brummayerbiere2/smulov3bw0384.smt2 UNSAT UNSAT 15568 13291
/QF_BV/brummayerbiere2/smulov3bw0512.smt2 UNSAT UNSAT 27762 23133
/QF_BV/brummayerbiere2/smulov3bw0640.smt2 UNSAT UNSAT 41916 36159
/QF_BV/brummayerbiere2/smulov3bw0768.smt2 UNSAT UNSAT 61448 51534
/QF_BV/brummayerbiere2/smulov3bw0896.smt2 UNSAT UNSAT 83099 71511
/QF_BV/brummayerbiere2/smulov3bw1024.smt2 UNSAT UNSAT 113325 93636
/QF_BV/brummayerbiere2/umulov1bw016.smt2 UNSAT UNSAT 589 593
/QF_BV/brummayerbiere2/umulov1bw032.smt2 UNSAT UNSAT 3674 2961
/QF_BV/brummayerbiere2/umulov1bw048.smt2 UNSAT UNSAT 7513 7945
/QF_BV/brummayerbiere2/umulov1bw064.smt2 UNSAT UNSAT 11377 11407
/QF_BV/brummayerbiere2/umulov1bw080.smt2 UNSAT UNSAT 8736 8794
/QF_BV/brummayerbiere2/umulov1bw096.smt2 UNSAT UNSAT 18959 21538
/QF_BV/brummayerbiere2/umulov1bw112.smt2 UNSAT UNSAT 26416 35273
/QF_BV/brummayerbiere2/umulov1bw128.smt2 UNSAT UNSAT 15905 23162
/QF_BV/brummayerbiere2/umulov1bw160.smt2 UNSAT UNSAT 37725 89673
/QF_BV/brummayerbiere2/umulov1bw192.smt2 UNSAT UNSAT 32656 73904
/QF_BV/brummayerbiere2/umulov1bw224.smt2 UNSAT UNSAT 71197 88865
/QF_BV/brummayerbiere2/umulov1bw256.smt2 UNSAT UNSAT 96905 124974
/QF_BV/brummayerbiere2/umulov2bw0032.smt2 UNSAT UNSAT 47 37
/QF_BV/brummayerbiere2/umulov2bw0064.smt2 UNSAT UNSAT 134 105
/QF_BV/brummayerbiere2/umulov2bw0128.smt2 UNSAT UNSAT 476 387
/QF_BV/brummayerbiere2/umulov2bw0256.smt2 UNSAT UNSAT 1894 1523
/QF_BV/brummayerbiere2/umulov2bw0384.smt2 UNSAT UNSAT 4050 3376
/QF_BV/brummayerbiere2/umulov2bw0512.smt2 UNSAT UNSAT 7813 6401
/QF_BV/brummayerbiere2/umulov2bw0640.smt2 UNSAT UNSAT 11243 9181
/QF_BV/brummayerbiere2/umulov2bw0768.smt2 UNSAT UNSAT 16721 13508
/QF_BV/brummayerbiere2/umulov2bw0896.smt2 UNSAT UNSAT 22389 18488
/QF_BV/brummayerbiere2/umulov2bw1024.smt2 UNSAT UNSAT 32266 25515
/QF_BV/brummayerbiere3/icbrteqcheck.smt2 UNSAT UNSAT 143552 91673
/QF_BV/brummayerbiere3/icbrtor.smt2 UNSAT UNSAT 59417 60086
/QF_BV/brummayerbiere3/icbrt.smt2 UNSAT UNSAT 65022 60407
/QF_BV/brummayerbiere3/isqrtaddnoif.smt2 UNSAT UNKNOWN 343985 1199450
/QF_BV/brummayerbiere3/isqrtadd.smt2 UNSAT UNSAT 194250 156757
/QF_BV/brummayerbiere3/isqrtnoif.smt2 UNSAT UNKNOWN 449325 1199990
/QF_BV/brummayerbiere3/isqrt.smt2 UNSAT UNSAT 193808 149644
/QF_BV/brummayerbiere3/mulhs08.smt2 UNSAT UNSAT 18506 17858
/QF_BV/brummayerbiere3/mulhs16.smt2 UNKNOWN UNKNOWN 1199970 1199790
/QF_BV/brummayerbiere3/mulhs32.smt2 UNKNOWN UNKNOWN 1200140 1199970
/QF_BV/brummayerbiere3/mulhs64.smt2 UNKNOWN UNKNOWN 1199610 1199870
/QF_BV/calypto/problem_10.smt2 UNSAT UNSAT 6067 5368
/QF_BV/calypto/problem_14.smt2 UNSAT UNSAT 1778 1807
/QF_BV/calypto/problem_15.smt2 UNSAT UNSAT 19 12
/QF_BV/calypto/problem_16.smt2 UNSAT UNSAT 6495 5439
/QF_BV/calypto/problem_21.smt2 UNSAT UNSAT 1481 1010
/QF_BV/calypto/problem_4.smt2 UNSAT UNSAT 3 3
/QF_BV/challenge/integerOverflow.smt2 UNKNOWN UNKNOWN 1200360 1199570
/QF_BV/challenge/multiplyOverflow.smt2 UNSAT UNSAT 675071 583972
/QF_BV/crafted/bitops3.smt2 UNSAT UNSAT 8 7
/QF_BV/crafted/bit-reversal.smt2 UNSAT UNSAT 402 876
/QF_BV/float/e3.c.smt2 UNSAT UNSAT 3 3
/QF_BV/float/qurt.c.10.smt2 UNSAT UNSAT 3 3
/QF_BV/float/qurt.c.15.smt2 UNSAT UNSAT 3 4
/QF_BV/float/qurt.c.2.smt2 UNSAT UNSAT 3 3
/QF_BV/float/qurt.c.5.smt2 UNSAT UNSAT 3 3
/QF_BV/float/square.smt2 UNSAT UNSAT 3 3
/QF_BV/galois/iffyInterleavedModMult-128.smt2 UNKNOWN UNKNOWN 1200180 1199870
/QF_BV/galois/iffyInterleavedModMult-32.smt2 UNKNOWN UNKNOWN 1200470 1199590
/QF_BV/galois/iffyInterleavedModMult-4.smt2 UNSAT UNSAT 420 488
/QF_BV/galois/iffyInterleavedModMult-8.smt2 UNKNOWN UNKNOWN 1200390 1200050
/QF_BV/log-slicing/bvmul_10.smt2 UNSAT UNSAT 23066 9422
/QF_BV/log-slicing/bvmul_11.smt2 UNSAT UNSAT 105726 18733
/QF_BV/log-slicing/bvmul_12.smt2 UNSAT UNSAT 517031 26720
/QF_BV/log-slicing/bvmul_13.smt2 UNKNOWN UNSAT 1199850 60316
/QF_BV/log-slicing/bvmul_14.smt2 UNKNOWN UNSAT 1200300 383217
/QF_BV/log-slicing/bvmul_15.smt2 UNKNOWN UNSAT 1200100 1179537
/QF_BV/log-slicing/bvmul_16.smt2 UNKNOWN UNKNOWN 1199690 1199400
/QF_BV/log-slicing/bvmul_17.smt2 UNKNOWN UNKNOWN 1199650 1199600
/QF_BV/log-slicing/bvmul_18.smt2 UNKNOWN UNKNOWN 1200080 1199980
/QF_BV/log-slicing/bvsdiv_15.smt2 UNSAT UNSAT 128376 159053
/QF_BV/log-slicing/bvsdiv_16.smt2 UNSAT UNSAT 276669 270081
/QF_BV/log-slicing/bvsdiv_17.smt2 UNSAT UNSAT 318633 574260
/QF_BV/log-slicing/bvsdiv_18.smt2 UNKNOWN UNKNOWN 1200500 1199250
/QF_BV/log-slicing/bvsdiv_19.smt2 UNKNOWN UNKNOWN 1200040 1199800
/QF_BV/log-slicing/bvsdiv_20.smt2 UNKNOWN UNKNOWN 1200500 1199950
/QF_BV/log-slicing/bvsdiv_21.smt2 UNKNOWN UNKNOWN 1199740 1199420
/QF_BV/log-slicing/bvsdiv_22.smt2 UNKNOWN UNKNOWN 1200390 1199570
/QF_BV/log-slicing/bvsdiv_23.smt2 UNKNOWN UNKNOWN 1200220 1199460
/QF_BV/log-slicing/bvsdiv_24.smt2 UNKNOWN UNKNOWN 1200210 1199260
/QF_BV/log-slicing/bvsdiv_25.smt2 UNKNOWN UNKNOWN 1200100 1199760
/QF_BV/log-slicing/bvsmod_12.smt2 UNSAT UNSAT 72585 76976
/QF_BV/log-slicing/bvsmod_13.smt2 UNSAT UNSAT 188761 149671
/QF_BV/log-slicing/bvsmod_14.smt2 UNSAT UNSAT 321090 351901
/QF_BV/log-slicing/bvsmod_15.smt2 UNSAT UNSAT 824961 657320
/QF_BV/log-slicing/bvsmod_16.smt2 UNKNOWN UNKNOWN 1200010 1199830
/QF_BV/log-slicing/bvsmod_17.smt2 UNKNOWN UNKNOWN 1199970 1199430
/QF_BV/log-slicing/bvsmod_18.smt2 UNKNOWN UNKNOWN 1199960 1199400
/QF_BV/log-slicing/bvsmod_19.smt2 UNKNOWN UNKNOWN 1199860 1200280
/QF_BV/log-slicing/bvsmod_20.smt2 UNKNOWN UNKNOWN 1199580 1199320
/QF_BV/log-slicing/bvsrem_12.smt2 UNSAT UNSAT 23181 22715
/QF_BV/log-slicing/bvsrem_13.smt2 UNSAT UNSAT 37637 41609
/QF_BV/log-slicing/bvsrem_14.smt2 UNSAT UNSAT 100093 124600
/QF_BV/log-slicing/bvsrem_15.smt2 UNSAT UNSAT 282613 245033
/QF_BV/log-slicing/bvsrem_16.smt2 UNSAT UNSAT 703168 841222
/QF_BV/log-slicing/bvsrem_17.smt2 UNKNOWN UNKNOWN 1199480 1199910
/QF_BV/log-slicing/bvsrem_18.smt2 UNKNOWN UNKNOWN 1199640 1199610
/QF_BV/log-slicing/bvsrem_19.smt2 UNKNOWN UNKNOWN 1200140 1200320
/QF_BV/log-slicing/bvsrem_20.smt2 UNKNOWN UNKNOWN 1200410 1199400
/QF_BV/log-slicing/bvudiv_15.smt2 UNSAT UNSAT 224090 108828
/QF_BV/log-slicing/bvudiv_16.smt2 UNSAT UNSAT 716703 256487
/QF_BV/log-slicing/bvudiv_17.smt2 UNSAT UNSAT 808874 734890
